city,lat,lng,country,iso2,continent,adjectives
Nova Zagora,42.483,26.017,Bulgaria,BG,Europe,"{'administrative': 2, 'archeological': 2, 'southeastern': 1, 'entire': 1, 'mild': 1, 'prominent': 1, 'nearby': 1, 'significant': 1, 'agricultural': 1, 'fertile': 1, 'wide': 1, 'various': 1, 'documentary': 1}"
Bogovinje,41.9233,20.9133,North Macedonia,MK,Europe,"{'ethnic': 2, 'christian': 1, 'onomastic': 1, 'following': 1, 'administrative': 1, 'scientific': 1, '=': 1, 'external': 1}"
Möhlin,47.5583,7.8458,Switzerland,CH,Europe,"{'new': 3, 'old': 3, 'secondary': 3, 'roman': 2, 'early': 2, '15th': 2, 'original': 2, 'agricultural': 2, 'municipal': 2, 'federal': 2, 'popular': 2, 'primary': 2, 'tertiary': 2, 'professional': 2, 'neolithic': 1, 'fortified': 1, 'modern': 1, '13th': 1, 'good': 1, 'entire': 1, '8th': 1, '10th': 1, 'few': 1, '18th': 1, 'residential': 1, 'urban': 1, 'square': 1, 'unproductive': 1, 'industrial': 1, 'heavy': 1, 'foreign': 1, 'last': 1, 'common': 1, 'third': 1, 'senior': 1, 'older': 1, 'equal': 1, 'cantonal': 1, 'normal': 1, 'habitable': 1, 'own': 1, 'single': 1, 'empty': 1, 'next': 1, 'historical': 1, 'lower': 1, 'wooden': 1, 'de': 1, 'icing': 1, 'economic': 1}"
Queensburgh,-29.8667,30.9333,South Africa,ZA,Africa,"{'metropolitan': 1, 'hilly': 1, 'coastal': 1, 'residential': 1, 'much': 1, 'suburban': 1, 'collective': 1, 'smaller': 1, 'newer': 1, 'local': 1, 'alternative': 1, 'diverse': 1, 'significant': 1, 'dominant': 1}"
Ixtapan de la Sal,18.8333,-99.6833,Mexico,MX,North America,"{'municipal': 8, 'local': 4, 'thermal': 3, 'religious': 3, 'white': 2, 'natural': 2, 'heated': 2, 'central': 2, 'wooden': 2, 'round': 1, 'seasonal': 1, 'relevant': 1, 'carbonated': 1, 'oldest': 1, 'important': 1, 'economic': 1, 'hot': 1, 'primary': 1, 'famous': 1, 'extreme': 1, 'green': 1, 'small': 1, '16th': 1, 'typical': 1, 'few': 1, 'various': 1, 'federal': 1, 'following': 1, 'demographic': 1, 'active': 1, 'slaughterhouse': 1, 'human': 1, 'civil': 1, 'indigenous': 1, 'precious': 1, 'geographical': 1, 'cool': 1, 'semi': 1, 'arid': 1, 'comfortable': 1, 'great': 1, 'watercress': 1, 'aile': 1, 'wide': 1, 'wild': 1, 'annual': 1, 'dead': 1, 'deceased': 1, 'ninth': 1, 'open': 1}"
Wolnzach,48.6,11.6167,Germany,DE,Europe,"{'important': 1, 'hops': 1, 'former': 1, 'famous': 1, 'external': 1}"
Lupeni,45.3603,23.2383,Romania,RO,Europe,"{'communist': 5, 'economic': 4, 'lupeni': 2, 'closed': 2, 'social': 2, 'industrial': 2, 'related': 2, 'historical': 1, 'oldest': 1, '19th': 1, '20th': 1, 'diverse': 1, 'prehistorical': 1, 'old': 1, 'small': 1, 'intense': 1, 'rich': 1, 'foreign': 1, 'mono': 1, 'prosperous': 1, 'continuous': 1, 'interwar': 1, 'strong': 1, 'recent': 1, 'new': 1, 'active': 1, 'roman': 1, 'external': 1, 'regional': 1, 'portal': 1}"
İmişli,39.8697,48.06,Azerbaijan,AZ,Asia,"{'intense': 1, 'historical': 1, 'regional': 1, 'unique': 1, 'notable': 1, 'favorable': 1, 'productive': 1, 'azizbaiov': 1, 'professional': 1, 'external': 1}"
La Orotava,28.3906,-16.5247,Spain,ES,Europe,"{'highest': 5, 'northern': 2, 'mountainous': 1, 'administrative': 1, 'golden': 1, 'historic': 1, 'noteworthy': 1, 'much': 1, 'vast': 1, 'corrupted': 1, 'coastal': 1, 'last': 1, '15th': 1, 'commercial': 1, 'foreign': 1, 'beneficial': 1, 'rich': 1, '19th': 1, 'natural': 1, 'exclusive': 1, 'cultural': 1, 'mild': 1, 'tallest': 1, 'combined': 1, 'various': 1, 'historical': 1, 'greatest': 1, 'panoramic': 1, 'best': 1, 'anglo': 1, 'renowned': 1, 'local': 1, 'real': 1, 'awful': 1, 'lovely': 1}"
Port Perry,44.1,-78.9333,Canada,CA,North America,"{'small': 3, 'great': 3, 'nearby': 3, 'commercial': 2, 'original': 2, 'own': 2, 'native': 2, 'local': 2, 'oldest': 2, 'seasonal': 2, 'central': 1, 'administrative': 1, 'municipal': 1, 'retail': 1, 'present': 1, 'former': 1, 'intense': 1, 'planked': 1, 'better': 1, 'true': 1, 'following': 1, 'northern': 1, 'tall': 1, 'proud': 1, 'numerous': 1, 'modern': 1, 'victorian': 1, 'antique': 1, 'annual': 1, 'popular': 1, 'active': 1, 'late': 1, 'old': 1, 'notable': 1, 'latter': 1, 'renowned': 1, 'clinical': 1, 'industrial': 1, 'female': 1, 'lead': 1, 'outrageous': 1, 'fictional': 1, 'sixth': 1, 'primary': 1, 'geese': 1, 'personal': 1, 'aerial': 1, 'technical': 1, 'outdoor': 1, '=': 1}"
Rangoon,16.795,96.16,Myanmar,MM,Asia,"{'new': 13, 'former': 9, 'military': 8, 'commercial': 8, 'foreign': 8, 'wide': 8, 'anglo': 7, 'square': 7, 'poor': 7, 'little': 7, 'popular': 7, 'domestic': 6, 'colonial': 6, 'few': 6, 'important': 5, 'traditional': 5, 'local': 5, 'best': 5, 'basic': 4, 'early': 4, 'notable': 4, 'much': 4, 'south': 4, 'expensive': 4, 'narrow': 4, 'annual': 4, 'administrative': 3, 'central': 3, 'urban': 3, 'old': 3, 'famous': 3, 'residential': 3, 'only': 3, 'political': 3, 'industrial': 3, 'indigenous': 3, 'sizeable': 3, 'cultural': 3, 'tropical': 3, 'due': 3, 'older': 3, 'broad': 3, 'available': 3, 'official': 3, 'general': 3, 'selective': 3, 'populous': 2, 'semi': 2, 'prosperous': 2, 'last': 2}"
Krasnoyarsk,56.0089,92.8719,Russia,RU,Europe,"{'administrative': 15, 'local': 7, 'numerous': 6, 'historical': 4, 'notable': 4, 'siberian': 4, 'similar': 4, 'effective': 4, 'important': 3, 'red': 3, 'prominent': 3, 'new': 3, 'former': 3, 'latter': 3, 'golden': 3, 'higher': 3, 'высших': 3, 'органов': 3, 'государственной': 3, 'власти': 3, 'official': 3, 'natural': 2, 'educational': 2, 'native': 2, 'southern': 2, 'nearby': 2, 'hydroelectric': 2, 'financial': 2, 'early': 2, 'few': 2, 'pine': 2, 'municipal': 2, 'warmer': 2, 'special': 2, 'oldest': 2, 'significant': 2, 'soviet': 2, '20th': 2, 'wooden': 2, 'traditional': 2, 'scientific': 2, 'long': 2, 'popular': 2, 'renowned': 1, 'beautiful': 1, 'third': 1, 'кра́сный': 1, 'steep': 1, 'seventeenth': 1, 'double': 1}"
Lauderhill,26.1605,-80.2241,United States,US,North America,"{'square': 4, 'middle': 3, 'new': 2, 'similar': 2, 'tropical': 2, 'older': 2, 'principal': 1, 'metropolitan': 1, 'architectural': 1, 'available': 1, 'typical': 1, 'final': 1, 'late': 1, 'early': 1, 'sizeable': 1, 'white': 1, 'jewish': 1, 'hispanic': 1, 'inverrary': 1, 'approximate': 1, 'central': 1, 'much': 1, 'only': 1, 'contiguous': 1, 'foreign': 1, 'noticeable': 1, 'caribbean': 1, 'married': 1, 'female': 1, 'present': 1, 'non': 1, 'sole': 1, 'yiddish': 1, 'highest': 1, 'jamaican': 1, 'haitian': 1, 'full': 1, 'nearest': 1, 'premier': 1, 'elementary': 1, 'previous': 1, 'notable': 1, 'comedic': 1, 'external': 1, 'official': 1}"
Ilhabela,-23.7778,-45.3578,Brazil,BR,South America,"{'local': 12, 'indigenous': 6, '17th': 5, 'only': 4, 'popular': 3, 'pre': 3, 'available': 3, 'latter': 3, 'common': 3, 'economic': 3, 'intense': 3, '20th': 3, 'new': 3, 'early': 2, 'agricultural': 2, 'sugarcane': 2, 'distant': 2, '18th': 2, 'dense': 2, 'important': 2, 'northern': 2, 'economical': 2, 'coastal': 2, 'small': 2, 'general': 2, 'ready': 2, 'proper': 2, 'southern': 2, 'urbanized': 2, 'able': 2, 'particular': 2, 'endemic': 2, 'tupinambis': 2, 'best': 2, 'colonial': 1, 'ceramist': 1, 'open': 1, 'much': 1, 'ceramic': 1, 'gold': 1, 'non': 1, 'geographical': 1, 'precious': 1, 'considerable': 1, 'white': 1, 'sesmarias': 1, 'wild': 1, 'prosperous': 1, 'royal': 1, 'olive': 1}"
Kumagaya,36.1474,139.3886,Japan,JP,Asia,"{'annexed': 6, 'highest': 3, 'northern': 2, 'central': 2, 'annual': 2, 'hot': 2, 'middle': 2, 'square': 1, 'alluvial': 1, 'prefectural': 1, 'abundant': 1, 'humid': 1, 'subtropical': 1, 'warm': 1, 'cool': 1, 'wettest': 1, 'lowest': 1, 'hottest': 1, 'urban': 1, '°': 1, 'previous': 1, 'local': 1, 'meteorological': 1, 'ancient': 1, 'various': 1, 'heian': 1, 'direct': 1, 'modern': 1, '59th': 1, 'unicameral': 1, '11th': 1, 'lower': 1, '8th': 1, '14th': 1, '16th': 1, '20th': 1, 'interim': 1, 'industrial': 1, 'commercial': 1, 'south': 1, 'daytime': 1, 'larger': 1, 'elementary': 1, 'vocational': 1, 'special': 1, 'senior': 1, 'notable': 1, 'professional': 1, 'external': 1}"
Apatzingan de la Constitucion,19.0886,-102.3508,Mexico,MX,North America,"{'municipal': 2, 'full': 1, 'west': 1, 'central': 1, 'federal': 1, 'dead': 1, 'least': 1, 'annual': 1, 'semi': 1, 'arid': 1, 'hot': 1, 'external': 1}"
Bulle,46.6167,7.05,Switzerland,CH,Europe,"{'secondary': 13, 'upper': 10, 'tertiary': 9, 'non': 8, 'new': 5, 'entire': 5, 'old': 5, 'early': 4, 'important': 4, 'cantonal': 4, 'popular': 4, 'primary': 4, 'former': 3, '12th': 3, 'economic': 3, '18th': 3, 'lower': 3, 'vocational': 3, 'independent': 2, '9th': 2, 'little': 2, 'middle': 2, '6th': 2, '13th': 2, '14th': 2, 'regional': 2, 'able': 2, 'modern': 2, 'small': 2, '19th': 2, 'radical': 2, 'open': 2, 'christian': 2, 'federal': 2, 'agricultural': 2, 'third': 2, 'additional': 2, 'obligatory': 2, 'specialized': 2, 'university': 2, 'trême': 1, 'ancient': 1, 'grave': 1, '7th': 1, '16th': 1, 'whole': 1, 'secular': 1, 'sovereign': 1, 'numerous': 1, 'older': 1}"
Zacatecoluca,13.5,-88.8667,El Salvador,SV,North America,"{'local': 3, 'commercial': 1, 'agricultural': 1, 'severe': 1, 'zacatecoluca': 1, 'traditional': 1, 'poor': 1, 'dear': 1, 'generous': 1, 'professional': 1, 'former': 1}"
Nizhniy Lomov,53.5167,43.6667,Russia,RU,Europe,"{'administrative': 8, 'municipal': 2, 'effective': 2, 'official': 2, 'soviet': 1}"
Nocera Superiore,40.7417,14.6722,Italy,IT,Europe,"{'important': 6, 'etruscan': 5, 'roman': 5, '2nd': 5, '6th': 4, 'rectangular': 4, '3rd': 4, '1st': 4, 'double': 3, 'small': 3, 'central': 3, 'wooden': 3, 'funerary': 3, 'square': 3, 'south': 2, 'western': 2, 'ancient': 2, 'common': 2, 'adjacent': 2, 'great': 2, 'single': 2, 'archaeological': 2, 'strategic': 2, 'fertile': 2, '5th': 2, 'current': 2, 'favourable': 2, 'particular': 2, 'serious': 2, 'previous': 2, 'southern': 2, 'famous': 2, 'different': 2, 'semicircular': 2, 'third': 2, '4th': 2, 'recent': 2, 'visible': 2, 'eastern': 2, 'circular': 2, 'byzantine': 2, 'older': 2, 'old': 2, 'popular': 2, 'late': 2, 'imperial': 2, 'hellenistic': 2, 'thermal': 2, 'nowadays': 1, 'smaller': 1}"
Mühlhausen,51.2167,10.45,Germany,DE,Europe,"{'inner': 13, 'early': 12, 'new': 9, 'important': 8, 'former': 8, '13th': 7, '14th': 7, 'medieval': 6, 'local': 6, 'western': 6, 'municipal': 6, 'late': 5, 'later': 5, 'gothic': 5, 'eastern': 5, 'old': 5, 'economic': 5, 'regional': 4, 'long': 4, 'thuringian': 4, 'small': 4, 'organist': 3, 'territorial': 3, 'modern': 3, 'few': 3, 'historic': 3, 'south': 3, 'highest': 3, 'annual': 3, 'rural': 3, 'protestant': 3, 'recent': 3, 'geographical': 2, 'independent': 2, 'influential': 2, 'historical': 2, 'flat': 2, 'fertile': 2, 'north': 2, '10th': 2, 'own': 2, '12th': 2, 'jewish': 2, '16th': 2, 'religious': 2, 'catholic': 2, 'foreign': 2, 'civil': 2, 'architectural': 2, 'east': 2}"
Heerenveen,52.95,5.9333,Netherlands,NL,Europe,"{'former': 3, 'larger': 2, 'contemporary': 2, 'local': 2, 'municipal': 2, 'notable': 2, 'olympic': 2, 'short': 2, 'artistic': 2, 'traditional': 1, 'only': 1, 'modern': 1, 'indoor': 1, 'unusual': 1, 'few': 1, 'biggest': 1, 'frisian': 1, 'academic': 1, 'pro': 1, 'political': 1, 'silver': 1, 'long': 1, 'longstanding': 1, 'external': 1, 'official': 1}"
Carrara,44.0833,10.1,Italy,IT,Europe,"{'roman': 3, 'early': 3, '19th': 3, '16th': 3, 'notable': 2, 'pre': 2, 'current': 2, '13th': 2, 'ancient': 2, 'central': 1, 'white': 1, 'blue': 1, 'celtic': 1, 'ligurian': 1, 'latin': 1, 'ninth': 1, 'nearby': 1, 'latter': 1, '15th': 1, 'last': 1, 'short': 1, 'napoleonic': 1, 'popular': 1, 'revolutionary': 1, 'particular': 1, 'radical': 1, 'general': 1, 'violent': 1, 'continuous': 1, 'single': 1, 'previous': 1, 'titular': 1, 'nearest': 1, '12th': 1, 'existing': 1, 'permanent': 1, 'distinct': 1, 'late': 1, 'medieval': 1, 'baroque': 1, 'former': 1, 'external': 1, 'official': 1, 'marble': 1}"
Bajpe,12.9803,74.8832,India,IN,Asia,"{'nearby': 1, 'tulu': 1, 'famous': 1, 'agricultural': 1, 'olden': 1, 'official': 1, 'higher': 1, 'male': 1, 'female': 1, 'equal': 1}"
Shuilin,23.5662,120.234,Taiwan,TW,Asia,"{'administrative': 3, 'local': 2, 'rural': 1, 'earliest': 1, 'verifiable': 1, 'significant': 1, 'imperial': 1, 'late': 1, '22nd': 1, 'additional': 1, '14th': 1, '32nd': 1, '9th': 1, 'sino': 1, 'square': 1, 'external': 1}"
Lasam,18.07,121.6,Philippines,PH,Asia,"{'new': 3, 'separate': 2, 'independent': 2, 'square': 2, 'local': 2, 'legislative': 2, 'municipal': 2, 'elementary': 2, 'former': 1, 'wide': 1, 'western': 1, 'regular': 1, 'old': 1, 'provincial': 1, 'agricultural': 1, 'chief': 1, 'good': 1, 'secondary': 1, 'technical': 1, 'vocational': 1, 'higher': 1, 'educational': 1, 'external': 1}"
Rafaela,-31.2667,-61.4833,Argentina,AR,South America,"{'professional': 7, 'central': 6, 'urban': 4, 'notable': 4, 'former': 4, 'due': 3, 'cultural': 3, 'various': 3, 'third': 2, 'significant': 2, 'natural': 2, 'economic': 2, 'principal': 2, 'industrial': 2, 'numerous': 2, 'historical': 2, 'current': 2, 'old': 2, 'entire': 2, 'similar': 2, 'municipal': 2, 'populous': 1, 'provincial': 1, 'architectural': 1, 'statistical': 1, 'original': 1, 'western': 1, 'strategic': 1, 'richest': 1, 'historic': 1, 'renowned': 1, 'traditional': 1, 'acclaimed': 1, 'marked': 1, 'earliest': 1, 'older': 1, 'oldest': 1, 'tall': 1, 'tallest': 1, 'present': 1, 'ongoing': 1, 'perfect': 1, 'quadrant': 1, 'only': 1, 'local': 1, 'layout': 1, 'alphabetical': 1, 'general': 1, 'pampean': 1, 'depressed': 1}"
Jimalalud,9.9797,123.1999,Philippines,PH,Asia,"{'independent': 2, 'annual': 2, 'boundless': 1, 'typical': 1, 'northern': 1, 'lush': 1, 'rich': 1, 'related': 1, 'untouched': 1, 'late': 1, 'biggest': 1, 'entire': 1, 'historical': 1, '7th': 1, 'serene': 1, 'green': 1, 'picturesque': 1, 'pastoral': 1, 'square': 1, 'eastern': 1, 'mountainous': 1, 'regular': 1, 'fiscal': 1, 'religious': 1, 'cultural': 1, 'alive': 1, 'colorful': 1, 'special': 1, 'exciting': 1, 'brutal': 1, 'owacan': 1, 'external': 1}"
Albstadt,48.2119,9.0239,Germany,DE,Europe,"{'former': 3, 'local': 2, 'free': 2, 'left': 1, 'upper': 1, 'least': 1, 'amateur': 1, 'late': 1, 'nineteenth': 1, 'wide': 1, 'substantial': 1, 'antiquary': 1, 'additional': 1, 'powerful': 1, 'heavy': 1, 'costliest': 1, 'following': 1, 'present': 1, 'protestant': 1, 'biggest': 1, 'industrial': 1, 'prominent': 1, 'technical': 1, 'own': 1, 'modern': 1, 'elementary': 1, 'buttress': 1, 'old': 1, 'natural': 1, 'ducal': 1, 'urban': 1, 'independent': 1, 'notable': 1, 'roman': 1, 'catholic': 1, 'nuclear': 1, 'participant': 1, 'multiple': 1, 'external': 1}"
Mahates,10.2333,-75.1833,Colombia,CO,South America,"{'northern': 2, 'direct': 2, 'commercial': 2, 'official': 2, 'ancestral': 1, 'oral': 1, 'intangible': 1, 'rapid': 1, 'political': 1, '19th': 1, 'obliged': 1, 'lower': 1, 'territorial': 1, 'important': 1, 'ethnic': 1, 'mulattos': 1, 'moreno': 1, 'creole': 1, 'agricultural': 1, 'rural': 1, 'urban': 1, 'general': 1, 'maximum': 1, 'executive': 1, 'legislative': 1, 'judicial': 1, 'sectional': 1, 'municipal': 1, 'respective': 1, 'administrative': 1, 'external': 1}"
Kópavogur,64.1108,-21.9094,Iceland,IS,Europe,"{'musical': 2, 'residential': 1, 'commercial': 1, 'much': 1, 'industrial': 1, 'tallest': 1, 'central': 1, 'significant': 1, 'absolute': 1, 'prominent': 1, 'urban': 1, 'independent': 1, 'adjacent': 1, 'hardcore': 1, 'strongest': 1, 'iconic': 1, 'notable': 1, 'professional': 1, 'external': 1, 'official': 1}"
Buurhakaba,2.7837,44.0833,Somalia,SO,Africa,"{'administrative': 2, 'strategic': 2, 'hot': 2, 'primary': 2, 'big': 1, 'regional': 1, 'permanent': 1, 'south': 1, 'seasonal': 1, 'annual': 1, 'vast': 1, 'semi': 1, 'arid': 1, 'southern': 1, 'mean': 1, '°': 1, 'northern': 1, 'agricultural': 1, 'last': 1, 'highest': 1, 'economic': 1, 'modern': 1, 'pregnant': 1, 'antenatal': 1, 'postnatal': 1, 'unregistered': 1, 'secondary': 1, 'intermediate': 1}"
Bad Kreuznach,49.85,7.8667,Germany,DE,Europe,"{'half': 71, 'former': 59, '18th': 58, 'detached': 46, 'semi': 45, '19th': 40, 'hipped': 37, 'mansard': 31, 'monumental': 29, 'sophisticated': 25, 'early': 22, 'late': 19, 'spacious': 17, 'cellar': 16, 'bad': 14, 'older': 14, 'old': 12, 'jewish': 12, 'long': 12, 'upper': 11, 'last': 11, 'full': 11, 'mid': 11, 'front': 11, 'classicist': 11, 'mediaeval': 10, 'small': 10, 'residential': 10, 'winegrowing': 10, 'middle': 9, 'further': 9, 'representative': 9, 'few': 8, 'imperial': 8, 'great': 8, 'gable': 8, 'neoclassical': 8, 'yearly': 7, 'roman': 7, 'new': 7, 'open': 7, '13th': 6, 'special': 6, '16th': 6, 'important': 6, 'augustinian': 6, 'red': 6, '17th': 6, 'odd': 6, 'latter': 6}"
Pimpalgaon Baswant,20.1667,73.9833,India,IN,Asia,"{'male': 2, 'female': 2, 'pimpalgaon': 1, 'local': 1, 'old': 1, 'small': 1, 'literate': 1, 'reliant': 1, 'agricultural': 1, 'domestic': 1}"
Arzew,35.85,-0.3167,Algeria,DZ,Africa,"{'roman': 4, 'nearby': 3, 'modern': 2, 'important': 2, 'original': 1, 'vandal': 1, '6th': 1, 'christian': 1, '7th': 1, 'islamic': 1, 'empty': 1, 'early': 1, 'provincial': 1, '19th': 1, '20th': 1, 'allied': 1, 'industrial': 1, 'natural': 1, 'small': 1, 'local': 1, 'colonial': 1, 'catholic': 1, 'external': 1, '111th': 1, 'audio': 1}"
Dovzhansk,48.0778,39.6472,Ukraine,UA,Europe,"{'administrative': 3, 'industrial': 2, 'late': 2, '18th': 2, 'oblast': 2, 'elderly': 2, 'larger': 2, 'urban': 1, '19th': 1, 'single': 1, 'destructive': 1, 'soviet': 1, 'new': 1, 'local': 1, 'minor': 1, 'partisan': 1, '21st': 1, 'eastern': 1, 'separatist': 1, 'direct': 1, 'nearby': 1, 'pro': 1, 'humanitarian': 1, 'half': 1, 'empty': 1, 'unusual': 1, 'past': 1, 'own': 1, 'social': 1, 'unable': 1, 'impromptu': 1, 'mass': 1, 'dead': 1, 'widespread': 1, 'unknown': 1, 'blue': 1, 'yellow': 1, 'automatic': 1, 'full': 1, 'mine': 1, 'systematic': 1, 'patriotic': 1, 'ethnic': 1, 'external': 1, 'official': 1}"
Tocopilla,-22.0889,-70.1958,Chile,CL,South America,"{'central': 2, 'municipal': 2, 'artificial': 2, 'electoral': 2, 'big': 1, 'smaller': 1, 'luxurious': 1, 'coastal': 1, 'northern': 1, 'steep': 1, 'vertical': 1, 'small': 1, 'black': 1, 'sandy': 1, 'andean': 1, 'double': 1, 'sacred': 1, 'subterranean': 1, 'human': 1, 'final': 1, 'homeless': 1, 'least': 1, 'urban': 1, 'rural': 1, 'third': 1, 'administrative': 1, '3rd': 1, '2nd': 1, 'senatorial': 1, 'entire': 1, 'highest': 1, 'significant': 1, 'profitable': 1, 'active': 1, 'metallurgic': 1, 'chemical': 1, 'nitrate': 1, 'important': 1, 'relative': 1, 'federated': 1, 'external': 1}"
Radlje ob Dravi,46.6152,15.2264,Slovenia,SI,Europe,"{'notable': 2, 'older': 1, 'northeastern': 1, 'left': 1, 'postwar': 1, 'communist': 1, 'cultural': 1, '15th': 1, 'early': 1, '18th': 1, 'baroque': 1, 'western': 1, 'dominican': 1, 'important': 1, 'monastic': 1, 'external': 1}"
Tuzluca,40.0494,43.6608,Turkey,TR,Asia,"{'kurdish': 2, 'local': 2, 'incumbent': 2, 'least': 1, 'medieval': 1, 'various': 1, 'constant': 1, 'renowned': 1, 'russo': 1, 'baltic': 1, 'expeditionary': 1, 'medical': 1, 'qualified': 1, 'notable': 1, '5th': 1, 'external': 1, 'official': 1}"
Uddevalla,58.3667,11.9333,Sweden,SE,Europe,"{'biggest': 4, 'old': 2, 'different': 2, 'few': 2, 'central': 2, 'industrial': 2, 'indoor': 2, 'long': 2, 'southern': 2, 'notable': 2, 'south': 1, 'eastern': 1, 'probable': 1, 'former': 1, 'strategic': 1, 'last': 1, 'local': 1, 'scandinavian': 1, 'fifth': 1, 'larger': 1, 'sixth': 1, 'great': 1, 'small': 1, 'entire': 1, 'intact': 1, 'like': 1, 'successful': 1, 'untouched': 1, 'primary': 1, 'various': 1, 'outdoor': 1, 'next': 1, '18th': 1, 'shell': 1, 'medieval': 1, 'oldest': 1, 'seaside': 1, '19th': 1, 'regional': 1, 'martial': 1, 'osborne': 1, 'external': 1, 'official': 1}"
Asahikawa,43.7667,142.3667,Japan,JP,Asia,"{'coldest': 3, 'cold': 2, 'lowest': 2, 'humid': 2, 'famous': 2, 'central': 1, 'northern': 1, 'influential': 1, 'military': 1, 'naval': 1, 'permanent': 1, 'core': 1, 'hemiboreal': 1, 'long': 1, 'monthly': 1, 'extraordinary': 1, 'warm': 1, 'warmest': 1, 'short': 1, 'transitional': 1, 'continental': 1, 'colder': 1, 'warmer': 1, 'absolute': 1, 'raw': 1, 'industrial': 1, 'daily': 1, 'present': 1, 'single': 1, 'regional': 1, 'domestic': 1, 'nearby': 1, 'municipal': 1, 'wooden': 1, 'polar': 1, 'red': 1, 'strong': 1, 'kind': 1, 'notable': 1, 'external': 1}"
Bugarama,-2.6972,29.0083,Rwanda,RW,Africa,"{'western': 1, 'annual': 1, 'following': 1, 'close': 1, 'external': 1}"
Alagoinha,-6.95,-35.545,Brazil,BR,South America,"{'hot': 2, 'economic': 2, 'small': 1, 'simple': 1, 'franciscan': 1, 'strong': 1, 'km2': 1, 'tropical': 1, 'humid': 1, 'dry': 1, 'annual': 1, 'traditional': 1, 'numerous': 1, 'manioc': 1}"
Panamaram,11.739,76.073,India,IN,Asia,"{'nearby': 2, 'key': 1, 'peaceful': 1, 'like': 1, 'great': 1, 'new': 1, 'annual': 1, 'small': 1, 'elevated': 1, 'apt': 1, 'massive': 1, 'unbridled': 1, 'vital': 1, 'foreign': 1, 'nestling': 1, 'little': 1, 'egret': 1, 'intermediate': 1, 'purple': 1, 'exact': 1}"
Kanash,55.5069,47.4914,Russia,RU,Europe,"{'administrative': 6, 'official': 3, 'shikhrany': 2, 'municipal': 2, 'effective': 2, 'soviet': 1, 'convenient': 1, 'primary': 1, 'middle': 1, 'last': 1, 'full': 1, 'limited': 1, 'nearby': 1, 'cheboksary': 1, 'local': 1, 'equal': 1, 'notable': 1, 'electrical': 1, 'long': 1, 'theoretical': 1, 'cosmologist': 1, 'акты': 1, 'признании': 1, 'пассивов': 1, 'legislative': 1, 'external': 1}"
Bərdə,40.3831,47.1186,Azerbaijan,AZ,Asia,"{'10th': 4, 'parthian': 3, 'isbn': 3, 'islamic': 2, 'sasanian': 2, 'caucasian': 2, 'new': 2, 'muslim': 2, 'early': 2, 'late': 2, '11th': 2, 'left': 1, '5th': 1, 'chief': 1, 'classical': 1, 'uncertain': 1, 'dagestani': 1, 'parθaυ': 1, 'unlikely': 1, 'secure': 1, 'foreign': 1, 'victorious': 1, 'future': 1, 'alternate': 1, 'ecclesiastical': 1, 'ninth': 1, 'tenth': 1, 'economic': 1, 'nearby': 1, 'mere': 1, 'distinctive': 1, 'substantial': 1, 'christian': 1, 'nestorian,(christian': 1, '12th': 1, 'vast': 1, 'κυριακή': 1, 'much': 1, '14th': 1, 'cylindrical': 1, 'local': 1, 'few': 1, 'least': 1, 'old': 1, 'notable': 1, 'arabic': 1, '17th': 1, 'southeastern': 1, 'online': 1, 'ancient': 1}"
Skidal’,53.5833,24.25,Belarus,BY,Europe,"{'soviet': 3, 'jewish': 1, 'former': 1, 'pro': 1, 'communist': 1, 'ethnic': 1, 'smuggled': 1, 'next': 1, 'small': 1, 'frequent': 1, 'nearby': 1}"
Orhangazi,40.4889,29.3083,Turkey,TR,Asia,"{'archeological': 1, 'local': 1, 'natural': 1, 'hot': 1, 'present': 1}"
Huanchaco,-7.7,-79.4333,Peru,PE,South America,"{'ancient': 3, 'different': 3, 'popular': 2, 'nearby': 2, 'important': 2, 'surf': 2, 'consistent': 2, 'smooth': 2, 'ecological': 2, 'traditional': 2, 'seaside': 1, 'historic': 1, 'pre': 1, 'columbian': 1, 'original': 1, 'indigenous': 1, 'golden': 1, 'beautiful': 1, 'preferred': 1, 'red': 1, 'open': 1, 'likely': 1, 'only': 1, 'colonial': 1, 'franciscan': 1, 'academic': 1, 'oral': 1, 'foreign': 1, 'sacred': 1, 'shamanic': 1, 'fifth': 1, 'notable': 1, 'exposed': 1, 'close': 1, 'raw': 1, '20th': 1, 'famous': 1, 'luau': 1, 'giant': 1, 'external': 1, 'geographical': 1, 'various': 1}"
Ait Melloul,30.3342,-9.4972,Morocco,MA,Africa,"{'hot': 2, 'dry': 2, 'suburban': 1, 'southern': 1, 'administrative': 1, 'mild': 1, 'temperate': 1, 'general': 1, 'south': 1, 'busiest': 1, 'municipal': 1, 'notable': 1, 'professional': 1, 'external': 1}"
